,0
0,221.86993105716192
1,6.252291023553866
2,232.21093471686615
3,769.8254250973781
4,209.16097552937168
5,42.95803818231712
6,207.837365870943
7,233.45711619840114
8,211.42950370536101
9,26.721639632483743
10,209.56358202362816
11,207.47997707867265
12,16.85394257670859
13,429.7534347615053
14,16.124378512220034
15,238.66204207994684
16,218.1624977505203
17,11.477096344978278
18,215.53875899937034
19,210.5595986583254
20,-25.519606596678642
21,208.0521483215428
22,210.37124037045018
23,204.74900386775357
24,38.82991602269087
25,12.728893018641003
26,14.169419059571709
27,207.85883077696332
28,9.487844524257596
29,208.42217072137532
30,242.44373168871857
31,44.64585437049916
32,240.451377732937
33,3.952284032361405
34,210.40690629692466
35,37.68459053952766
36,203.01476280401653
37,28.682273461529846
38,6.028139006579096
39,221.96955126180774
40,209.9989511158507
41,10.448823882812391
42,25.541744053349163
43,207.56938040361263
44,19.694171089747513
45,2040.9981062396373
46,226.5770845763837
47,233.72635673521614
48,64.94871933495918
49,7.358664122492627
50,13.479702211305579
51,210.70141810557232
52,288.7298718136233
53,23.66148703079
54,208.96655654162808
55,13.795869305157154
56,30.14112583342535
57,65.96132780233927
58,289.32494926658507
59,5.249220285094907
60,97.51458044527854
61,27.600064498819307
62,13.856627873118285
63,218.38054097254815
64,224.88548374071365
65,-44.83644751829635
66,-192.00465139398767
67,19.13657339711517
68,79.3678396550982
69,10.29059338716742
70,15.57324560347341
71,328.24398493540264
72,13.509833416441268
73,2252.416350205904
74,26.75572814425064
75,236.8276227105382
76,247.72577530665862
77,244.4150321657004
78,8.7392483377742
79,11.825342555898999
80,239.21593123426604
81,22.5717850050588
82,20.02179775626776
83,217.26277900102912
84,19.624346997424823
85,209.28687882283666
86,24.620528807627267
87,62.03717110411945
88,15.868990027070055
89,14.275696217696748
90,-161.9581302215925
91,210.09611160262776
92,209.40044523193046
93,238.46856024339698
94,98.7583897784865
95,218.7708186031872
96,275.9546743539562
97,235.82750273239185
98,229.40954591553185
99,203.1686318515898
100,206.59525041891226
101,217.73832175367076
102,401.7327760928902
103,12.617142120251131
104,219.72941659224892
105,250.60100279204434
106,236.2564934422838
107,-58.346407675388576
108,30.254681850189897
109,220.83342064659936
110,208.6525561141578
111,96.28530988574151
112,5.617095067543005
113,248.06717176767233
114,17.97148084869829
115,254.11982438467132
116,19.036201838013497
117,16.245392012537536
118,13.53091885320309
119,11.740579837057112
120,25.999665913383367
121,526.1754548290579
122,242.42875158521025
123,214.42728540026795
124,227.31976823951544
125,99.62273270364075
126,28.17752684267441
127,50.708825380749865
128,414.4342607568802
129,28.469758646318013
130,224.80662347887443
131,213.4672947983414
132,27.365998889415593
133,263.2342126912025
134,48.66531074582505
135,208.91113233890576
136,284.3847420728075
137,24.18295875450373
138,254.89709825467227
139,35.929657861791156
140,207.1876412433701
141,213.9051940936214
142,12.226414577651639
143,23.799836685387405
144,16.24682966414406
145,66.66810358934472
146,221.63666804247947
147,35.71691531041206
148,47.86161764637714
149,26.825168935689945
150,65.10034808873951
151,46.22143274665105
152,236.42211744547984
153,10.42247101481783
154,2126.016101640673
155,19.361387403878666
156,-286.70240815017337
157,-43.504840284715215
158,238.87464446923948
159,226.45380846985165
160,215.16448236090628
161,229.5513173704958
162,3.2530892045080577
163,15.308597860565158
164,369.4213820645559
165,11.712576472097993
166,213.68183718190835
167,16.39781181727035
168,33.36937574601532
169,13.57787852095197
170,24.88826000362556
171,49.50284222712846
172,227.24397621095903
173,502.3333449135595
174,88.25307819609522
