,0
0,-1.149704028589364
1,4.02155749735057
2,-0.7806028624256269
3,-0.04412570365229637
4,-2.744680166514454
5,0.5853141555179481
6,-3.2082141188038427
7,-0.7515276478787585
8,-2.1999159796935817
9,0.9409582715435197
10,-2.6291349600253455
11,-3.3615006539368464
12,1.4918733540802815
13,-0.10943883327573015
14,1.5593746960439492
15,-0.650352296171969
16,-1.3843882150333895
17,2.1907934799547335
18,-1.6181438841035884
19,-2.3811461642594507
20,0.11149340059979078
21,-3.1226384360208983
22,-2.424391581264576
23,-5.294573039226567
24,0.6475406185966885
25,1.9753444234756548
26,1.7745221406523022
27,-3.199451490302545
28,2.6501222461123946
29,-2.985447418867409
30,-0.5924066249828336
31,0.16184922352413894
32,-0.621584461409273
33,6.361877748540182
34,-2.41608285152149
35,0.6672209378264844
36,-8.340274003610409
37,0.8766371980629458
38,4.171096222888792
39,-1.1444907336410366
40,-2.5146585426877035
41,2.406390242901003
42,0.9844256441092053
43,-3.321797359978134
44,1.2767202908316493
45,-0.013657780394325837
46,-0.9460762247689702
47,-0.7455281351257272
48,0.3871353907952544
49,3.4169174489885057
50,1.865319236822769
51,-2.3495902686297265
52,-0.28337635711009995
53,1.062652901259825
54,-2.8041921918026795
55,1.8225707481870266
56,0.834207321264259
57,0.18758726440017306
58,-0.28148852082020315
59,4.790034800556312
60,0.2578480851435395
61,0.911010473996042
62,1.8145791365422828
63,-1.3679656044369903
64,-1.0103861392999236
65,0.10269691500695269
66,0.06414196298941252
67,1.3139211142774987
68,0.316802724512303
69,2.443391444534746
70,1.6145605406610097
71,-0.19606336978733058
72,0.13482720457609074
73,-0.012250900183516959
74,0.9397594304228919
75,-0.6827469706372271
76,-0.5268421032414883
77,-0.5661134668907924
78,2.877129344489441
79,2.1262764881891574
80,-0.6411666649246996
81,1.11395478185511
82,1.255828679695832
83,-1.4565411420659302
84,1.2812629049359041
85,-2.7074702191183095
86,0.14336882002461088
87,0.4053045519949745
88,1.5844705805787898
89,1.7613114945820454
90,0.06946645410616269
91,-2.4904585875265464
92,-2.674761377895634
93,-0.6536233142675674
94,0.25460062580797627
95,-1.3395232447199406
96,-0.3310388472501041
97,-0.701805761601629
98,-0.8549587237289373
99,-7.935269548204312
100,-3.812432621100935
101,-1.417493052080163
102,-0.1246398742354732
103,1.9928401853406594
104,-1.2744395012303105
105,-0.49690611754721853
106,-0.6935019207364056
107,0.09732648527083063
108,0.8310762600609826
109,-1.2069044382058758
110,-2.9059560561819175
111,0.24243381350983734
112,4.476325847977692
113,-0.5231002140696224
114,1.3991027257618522
115,-0.4645977352526736
116,1.3208489831821713
117,1.5477587627301097
118,1.8582587120784144
119,2.1416274315539505
120,0.9670873435511274
121,-0.07708718565156339
122,-0.5926157829766396
123,-1.7428051877953257
124,-0.9203572893060776
125,0.2504944447945008
126,0.8923404804750502
127,0.4958495420194821
128,-0.11725713863372911
129,0.8831809273045093
130,-1.0135981570729913
131,-1.8670377546415133
132,0.1456488738002673
133,-0.3976320218325241
134,0.5166708576611274
135,-2.8216333104619
136,-0.29796794093055834
137,1.0397382758926472
138,-0.45801961562241067
139,0.6998103889024132
140,-3.498219650929788
141,-1.8082414148339556
142,2.0565266850472037
143,1.056475646189142
144,1.5476218044485412
145,0.3771510885665774
146,-1.1620988865764996
147,0.7039787065279081
148,0.5253468035110169
149,0.9373267285537045
150,0.38623369274641245
151,0.543988932130463
152,-0.6903483269205484
153,2.4124747198282517
154,-0.013054900122575245
155,1.2986645696864485
156,0.05166185213045521
157,0.10325851351452169
158,-0.6467955703437104
159,-0.9504849885809924
160,-1.6580815119816603
161,-0.8508570878973595
162,7.729252492230088
163,1.6424722937011333
164,-0.14841071141663756
165,2.1467478057700875
166,-1.8377610774844484
167,1.5333721426726485
168,0.7535036925104357
169,1.8518318456444562
170,1.0102734316391706
171,0.5079293775905935
172,-0.9229176991894609
173,-0.08316630720498147
174,0.28490731830930305
175,1.473293286866818
176,-0.11721483403245116
177,-0.17603241061275499
178,-0.1645250157713379
179,0.31710102050536976
180,-0.9537714916558517
181,0.3776847473440404
182,-0.9226508546271079
183,-0.5235459522667312
184,-0.7175445364863812
185,-0.1440136784612035
186,-0.9402305050051802
187,0.1088564535985626
188,0.7352709685778801
189,1.1363938812576537
190,-0.035725700554052234
191,0.7599019318172398
192,-3.2625877833754755
193,-2.8156969715998583
194,2.718413190910152
195,2.8854844882765325
196,4.27376182258342
197,4.096646418323485
198,-0.6900906807923328
199,-1.4370967653571238
200,-0.01129382502631839
201,-0.022590768218912555
202,1.1580511203493549
203,-2.0651085023927003
204,0.18194854570806684
205,0.2270570315250302
206,0.9265669818003904
207,-1.9173402557154864
208,0.9453954590394436
209,-0.5686428045477186
210,0.5232482063836855
211,0.04539459816401349
212,0.9156466243267108
213,0.18006332719723087
214,2.118298765011136
215,0.26499249600112146
216,1.0980180888968374
217,-0.38318995654851695
218,0.6888828751910103
219,-0.08726316996592205
220,-0.08732525689393678
221,-0.36087487412111335
222,-0.06572776489827803
223,-0.48308214337451416
224,1.0951767444083296
225,0.6307534098679395
226,-2.7976709884804127
227,-1.1819822610524657
228,-0.820676468917634
229,-0.19190677053695054
230,-2.2345207659647963
231,0.11499639498323314
232,-1.3290087002544866
233,-1.1088360446667291
234,1.757803285058066
235,0.7145193785467947
236,-0.19550305727283293
237,-3.4667785297857314
238,0.7200669123454095
239,-3.1110189874349974
240,1.6189898979171666
241,3.2565267668131774
242,-0.04641605175367482
243,0.11600723300959098
244,1.8527789446566458
245,0.07992460431353351
246,-0.6293855931064908
247,0.6179709785075298
248,-0.25139047560772065
249,-0.11443883662353617
250,-1.0347797036216309
251,-1.1600808802418363
252,0.46534896840445245
253,-0.885676925060417
254,0.9437216853698946
255,1.201148846222886
256,1.1895076715747033
257,1.9871166486805834
258,-0.6963424507658845
259,2.0329812357086063
260,0.0
261,0.662900036452209
262,0.16516708640714106
263,0.7022262296414927
264,0.3277905715466868
265,0.1199708699294647
266,-0.8203188095062698
267,0.25214780856177343
268,0.7751176022518718
269,-0.5234867436980155
270,-0.03279217458706097
271,-0.9658224405470782
272,0.35208814717869696
273,-0.14291401713522553
274,0.625391928629397
275,1.3604178671212543
276,1.12048767253692
277,0.1286312537512745
278,0.6517992288555534
279,-0.512600665273937
280,-0.21421707748300117
281,0.9823174829803255
282,-0.010635210213030839
283,-0.2128979603839402
284,0.2235331705969735
285,0.0850485219908013
286,-0.11695691769549948
287,1.9418597995486733
288,0.06280715363677543
289,0.010464734915910651
290,-0.3248223985787416
291,-0.2836119513885401
292,7.268089592026267
293,-0.20832080257816268
294,0.5250836680051699
295,1.1414605348945954
296,1.160053238015872
297,0.4745002971763686
298,0.8859731834645644
299,-0.2785845252101213
300,1.0819688355946195
301,1.5817522192474414
302,0.4415124916593041
303,-0.1407357606178131
304,0.33749510739613364
305,0.8768867943772337
306,0.37125147297981054
307,-0.5200670636718725
308,0.1209264082080569
309,0.24149597075776894
310,0.04638710640907725
311,2.4883110993167987
312,-0.7293233575707775
313,0.72023351173166
314,-0.3915015867761365
315,0.16403637584018677
316,-0.45619902130373
317,-0.28369732237397627
318,0.4024722870927203
319,0.05478047106642906
320,-0.18269673422066188
321,1.291296000914297
322,0.19885004382865268
323,-0.6156713817480669
324,1.2821761098765136
325,-1.4093162623788278
326,1.3733813643365134
327,-0.432041431935965
328,-0.24369330882978085
329,0.20762111359971921
330,2.5174678074993952
331,0.2736188213867835
332,-0.1588011708711848
333,-0.22974281208209982
334,0.035373051152494096
335,0.907362558443965
336,-0.6423891321536637
337,-0.3003464774427993
338,-0.2744873592911286
339,-0.1507863559176959
340,-1.3206143564110782
341,0.14345609743264015
342,-0.6468770060754432
343,0.6737563674385306
344,-0.5477074268250747
345,-0.45077046183576525
346,1.525912544236414
347,-0.15174038786534508
348,1.182167995791449
349,0.7583919324157313
350,-0.7230137831798541
351,0.08840078413478913
352,-0.11493343998739843
353,2.4780001390088424
354,0.7776855014044463
355,-0.37958618215425066
356,-0.44144889176557606
357,2.0210579078259334
358,3.290651801862231
359,0.7863716748174372
360,-0.5872332156849547
361,1.0566491381781924
362,1.7059929149278887
363,-0.31654880438006083
364,-0.1870660577427528
365,-4.189279973133498
366,1.8556137183626433
367,0.4223557902697589
368,0.7418065630608539
369,-0.14800307152619996
370,-0.370790383207472
371,0.4201445732915449
372,-0.2057735173123473
373,0.04941711651252286
374,-0.7267860963951821
375,0.33089092869452547
376,1.812264573325922
377,-1.2106786529639564
378,0.4185432702804622
379,0.7269977171573621
380,-0.3017121942763989
381,-4.85460832577721
382,-2.9659154267616463
383,0.9793596223064648
384,-1.205809213088432
385,-0.7344749455869567
386,-1.731063170422644
387,3.4639943696513202
388,-1.120563924843103
389,0.722155587160955
390,-0.19969019351411013
391,0.5462055094718306
392,-0.38122071513901795
393,-1.7743115200418345
394,1.774311520041834
395,-1.8183390856704558
396,0.29029049416784314
397,-0.44892062904946217
398,0.5104092332131507
399,-1.1647179372583802
400,1.2349529282376
401,0.7524986380153573
402,0.391918300189386
403,0.18246780544733057
404,1.6986411664615773
405,1.0487739063151518
406,0.42378207762991843
407,0.4307555474540725
408,0.7648676387143738
409,-0.554263854264536
410,-0.0589326419188797
411,1.481533921672265
412,0.5230396885249154
413,0.5785529256353105
414,-2.3475655604582197
415,-0.8687643233489564
416,-0.6279788027731026
417,1.0842142522508016
418,5.66097228434625
419,-1.230199405258177
420,0.6490101361719288
421,1.878889272902479
422,0.984112597332223
423,0.7486546774489105
424,-3.9763023744421067
425,1.6924875921333054
426,1.8351701891850902
427,1.3410436611287064
428,-0.500196895616979
429,-2.3802201135726087
430,-0.2797895840572443
431,-0.22429180075817365
432,1.9882447905060328
433,0.15767685029198655
434,-0.5448433944036858
435,0.4502615941514237
436,1.2317209073261233
437,1.0880201734476773
438,0.3322506776130537
439,0.4851674103235742
440,0.038423330428975354
441,-1.4841624059556349
442,-0.12449413354633515
443,-0.4992431681294577
444,-2.017531283376747
445,2.204985528882786
446,-0.48484356709791504
447,-0.9280919531937433
448,-1.0625155970185574
449,1.2360827760700268
450,-0.9338368551535868
451,0.04765507471511645
452,-2.0741387896039645
453,-2.126227329445988
454,-1.2056481213060442
455,-1.083581478919325
456,2.0918524844315267
457,0.8693640223014872
458,-0.7624120187492923
459,0.6724808189052521
460,-0.24560235660834848
461,0.5315186573961481
462,-0.7940373450314973
463,1.5180955388735489
464,-0.0730255394881958
465,0.4294151721344111
466,0.04851850506726183
467,0.5082896686679895
468,-0.43554785425188997
469,0.7812709655299451
470,2.2355967805354635
471,0.45641312558855174
472,-0.5510557032534958
473,-2.938386290734296
474,0.21799580584976588
475,-0.06455099399960403
476,0.7242486203509596
477,-0.538755941360692
478,0.7872330838593876
479,4.319104095136117
480,2.729185021379021
481,1.6968677574634743
482,-1.5684080912761214
483,0.8954726312334483
484,3.1604314827981534
485,1.235945722847225
486,0.39721476232067204
487,0.9981773667164009
488,-0.2505759623547806
489,-0.40917901170754073
490,-0.4899345366999314
