Date,Open,High,Low,Close,Volume
5/22/2014,539.65,546.1,539.3,543.57,"1,615,800"
5/23/2014,545.76,552.12,542.21,551.19,"1,932,100"
5/27/2014,554.48,564.45,552.83,564.4,"2,104,100"
5/28/2014,563.02,566.29,559.46,560.14,"1,652,000"
5/29/2014,561.81,562.46,557.18,558.55,"1,354,100"
5/30/2014,559.26,559.81,554.39,558.36,"1,771,100"
6/2/2014,559.16,559.36,544.24,552.41,"1,435,000"
6/3/2014,549.48,550.83,541.06,543.45,"1,866,600"
6/4/2014,540.02,547.11,537.27,543.17,"1,816,400"
6/5/2014,544.9,553.43,542.96,552.38,"1,689,100"
6/6/2014,556.53,556.53,547.43,554.81,"1,736,700"
6/9/2014,555.62,561.36,554.52,560.58,"1,467,500"
6/10/2014,558.98,562.06,556.37,559.02,"1,351,700"
6/11/2014,556.47,558.35,553.5,557.31,"1,100,100"
6/12/2014,555.77,556.46,546.96,549.84,"1,458,400"
6/13/2014,550.75,550.79,544.07,550.25,"1,220,500"
6/16/2014,547.76,548.12,540.04,542.79,"1,702,500"
6/17/2014,542.71,543.83,537.85,541.52,"1,444,500"
6/18/2014,543.37,552.04,542.51,551.85,"1,741,700"
6/19/2014,552.72,553.48,547.01,553.38,"2,456,800"
6/20/2014,555.33,556.05,548.89,554.84,"4,508,300"
6/23/2014,553.63,563.45,552.73,563.4,"1,536,800"
6/24/2014,563.64,571.08,559.47,563.07,"2,207,100"
6/25/2014,563.71,578.37,563.67,577.07,"1,969,300"
6/26/2014,579.41,580.86,570.28,574.42,"1,741,900"
6/27/2014,575.6,578.28,572.23,575.66,"2,236,900"
6/30/2014,577.08,577.98,573.18,573.7,"1,313,700"
7/1/2014,576.74,582.8,575.07,581.07,"1,447,900"
7/2/2014,581.75,583.84,578.8,580.74,"1,056,300"
7/3/2014,581.75,583.41,579.33,583.13,"714,100"
7/7/2014,582.16,584.82,578,580.66,"1,064,600"
7/8/2014,576.08,577.94,564.58,569.53,"1,909,500"
7/9/2014,570.02,575.14,567.82,574.5,"1,116,700"
7/10/2014,564.36,575.01,563.46,569.54,"1,356,700"
7/11/2014,570.34,579.26,569.86,577.59,"1,621,700"
7/14/2014,581,583.61,576.45,583.27,"1,854,000"
7/15/2014,584.14,584.2,574.98,583.18,"1,623,000"
7/16/2014,586.39,586.79,580.61,581.06,"1,397,100"
7/17/2014,577.94,579.4,567.05,572.16,"3,016,500"
7/18/2014,591.38,595.17,580.41,593.45,"4,014,100"
7/21/2014,590.13,592.77,583.63,587.86,"2,062,100"
7/22/2014,589.1,598.01,588.98,593.11,"1,699,100"
7/23/2014,591.61,596.21,590.88,594.35,"1,233,100"
7/24/2014,594.82,597.86,590.15,591.73,"1,035,100"
7/25/2014,588.78,590.24,585.42,587.41,"932,400"
7/28/2014,586.46,590.88,583.15,588.98,"986,800"
7/29/2014,587.14,588.09,581.92,584.01,"1,349,800"
7/30/2014,584.94,587.89,582.4,585.81,"1,016,400"
7/31/2014,579.01,582.05,568.44,570.03,"2,102,700"
8/1/2014,568.84,574.38,561.31,564.52,"1,955,200"
8/4/2014,567.48,573.77,562.56,571.58,"1,427,300"
8/5/2014,568.49,570.41,561.07,563.52,"1,551,200"
8/6/2014,560.24,569.14,558.47,564.82,"1,334,300"
8/7/2014,566.44,568.33,559.56,561.82,"1,110,900"
8/8/2014,562.02,568.69,558.82,567.21,"1,494,700"
8/11/2014,568.43,568.93,564.45,566.33,"1,214,700"
8/12/2014,562.97,564.35,559.34,561.19,"1,542,000"
8/13/2014,565.76,573.43,564.2,573.21,"1,439,200"
8/14/2014,574.6,576.32,569.32,573.08,"985,400"
8/15/2014,576.28,577.79,568.96,571.91,"1,519,100"
8/18/2014,574.53,582.91,574.42,580.57,"1,284,100"
8/19/2014,583.4,585.73,582.4,585.25,"978,600"
8/20/2014,584.28,585.09,580.97,582.89,"1,036,700"
8/21/2014,582.22,582.9,579.55,581.77,"914,800"
8/22/2014,581.99,583.63,579.05,580.96,"789,000"
8/25/2014,583.12,583.4,577.41,578.61,"1,361,400"
8/26/2014,579.67,580.21,575,576.28,"1,639,600"
8/27/2014,575.69,576.91,568.54,569.44,"1,703,300"
8/28/2014,568,571.68,565.55,567.64,"1,292,900"
8/29/2014,569.77,570.47,565.52,570.03,"1,083,700"
9/2/2014,570.28,576.25,569.63,575.75,"1,578,400"
9/3/2014,578.41,581.39,573.43,576.36,"1,215,100"
9/4/2014,578.41,584.4,577.63,580.39,"1,458,100"
9/5/2014,582.38,584.94,580.36,584.48,"1,632,300"
9/8/2014,584.99,590.15,584.69,588.11,"1,431,000"
9/9/2014,587.29,587.39,578.41,579.42,"1,287,200"
9/10/2014,579.91,581.9,575.36,581.5,"977,300"
9/11/2014,578.77,580.22,574.68,579.76,"1,221,000"
9/12/2014,579.41,580.05,572.89,574.04,"1,601,600"
9/15/2014,571.37,573.38,566.65,571.53,"1,597,500"
9/16/2014,571.19,579.91,571.09,578.36,"1,480,300"
9/17/2014,578.42,585.91,577.19,583.17,"1,692,800"
9/18/2014,585.39,587.93,583.4,587.66,"1,444,500"
9/19/2014,589.88,594.85,587.89,594.45,"3,736,600"
9/22/2014,592.19,592.32,581.86,585.76,"1,689,500"
9/23/2014,585.24,585.24,579.41,579.54,"1,471,400"
9/24/2014,579.87,588.02,578.93,586.38,"1,728,100"
9/25/2014,585.94,586.37,572.61,573.49,"1,925,900"
9/26/2014,574.48,577.66,573.09,575.52,"1,443,600"
9/29/2014,570.18,576.61,569.61,574.78,"1,282,400"
9/30/2014,575.35,578.26,571.28,575.78,"1,621,700"
10/1/2014,574.43,576,565.46,566.71,"1,445,400"
10/2/2014,565.76,570.34,561.78,568.52,"1,178,400"
10/3/2014,571.48,575.64,570.93,573.7,"1,141,700"
10/6/2014,577.22,579.41,572.87,575.77,"1,214,600"
10/7/2014,572.83,573.69,562.2,562.2,"1,911,300"
10/8/2014,564.02,572.31,555.96,570.93,"1,990,800"
10/9/2014,569.62,569.93,557.53,559.34,"2,524,800"
10/10/2014,556.19,563.58,542.56,543,"3,081,900"
10/13/2014,543.5,548,531.64,531.75,"2,581,600"
10/14/2014,537.42,545.69,531.71,536.47,"2,222,500"
10/15/2014,529.56,531.34,516.88,528.58,"3,719,300"
10/16/2014,517.58,527.98,513.59,523.07,"3,708,500"
10/17/2014,525.81,529.53,507.14,509.77,"5,539,300"
10/20/2014,508.06,520.33,506.71,519.41,"2,607,500"
10/21/2014,523.75,525.35,517.69,525.1,"2,336,200"
10/22/2014,528.44,538.32,527.35,531.25,"2,919,200"
10/23/2014,537.84,545.72,534.38,542.49,"2,348,800"
10/24/2014,542.87,543.39,534.32,538.3,"1,973,100"
10/27/2014,535.56,542.92,535.56,539.29,"1,185,300"
10/28/2014,541.51,547.48,540.14,547.4,"1,270,900"
10/29/2014,548.49,552.67,545.48,547.83,"1,770,500"
10/30/2014,547.45,551.29,542.02,548.8,"1,455,600"
10/31/2014,557.82,558.04,553.23,557.55,"2,035,000"
11/3/2014,553.98,556.37,551.72,553.7,"1,382,200"
11/4/2014,551.49,553.98,547.8,552.59,"1,244,200"
11/5/2014,555.28,555.28,542.56,544.43,"2,032,200"
11/6/2014,544.01,545.39,539.49,540.56,"1,333,200"
11/7/2014,544.71,544.71,537.2,539.53,"1,633,700"
11/10/2014,539.98,548.09,539.54,545.99,"1,134,600"
11/11/2014,546.99,550.43,544.8,548.78,"965,500"
11/12/2014,548.88,548.95,543.68,545.81,"1,129,600"
11/13/2014,548.29,548.29,541.99,543.89,"1,339,300"
11/14/2014,545.18,545.18,540.67,542.91,"1,289,500"
11/17/2014,542.09,542.3,532.6,535.04,"1,726,000"
11/18/2014,536.03,540.46,532.71,533.57,"1,962,600"
11/19/2014,533.54,536.77,528.63,535.52,"1,392,200"
11/20/2014,529.8,533.64,529.63,533.37,"1,563,300"
11/21/2014,540.13,540.66,535.09,536.03,"2,224,200"
11/24/2014,536.18,541.21,534.15,537.79,"1,706,300"
11/25/2014,537.52,542.49,537.13,539.6,"1,789,900"
11/26/2014,539.4,540.07,535.57,538.89,"1,522,900"
11/28/2014,539.14,540.52,535.13,540.35,"1,148,300"
